id;descripcio;coddepto;departamen;codloc;localidad;idcalle;calle;nro;km;idesq1;esquina;idesq2;esq2;manzana;solar;tel1;tel2;tel3;observacio;direccion;fechaactua;telefono;desydepto;tipo;correo;web;fax;horario;x;y;lon;lat;nombre;id2
126400;POL BARRIO HIPODROMO;10;MALDONADO;10924;HIPODROMO;;ARACHANES;;;;BOHANES;;;;;;;;ARACHANES esquina BOHANES;;14-03-2026;42245538;;;;;;;687955.856950515;6140565.21759535;-54.9439;-34.8599;POLICLINICA BARRIO HIPODROMO;
126401;POL JOSE IGNACIO;10;MALDONADO;10939;FARO DE JOSE IGNACIO;;;;;;EUGENIO SAINZ MARTINEZ;;;;;;;;LUIS SHICKENDANTZ esquina EUGENIO SAINZ MARTINEZ;;14-03-2026;99815543;;;;;;;715533.879560929;6142399.48999869;-54.6429;-34.8379;POLICLINICA JOSE IGNACIO;
126402;POL GREGORIO AZNAREZ;10;MALDONADO;10940;GREGORIO AZNAREZ;;;;;;;;;;;;;;AV ARTIGAS esquina FERREIRA ALDUNATE;;14-03-2026;44390089;;;;;;;646464.902016061;6153747.43126274;-55.3999;-34.7479;POLICLINICA GREGORIO AZNAREZ;
126403;POL LA CAPUERA;10;MALDONADO;10944;LA CAPUERA;;;;;;;;;;;;;;EN ASENTAMIENTO;;14-03-2026;42559821;;;;;;;671428.552441576;6141998.9713312;-55.1249;-34.8499;POLICLINICA LA CAPUERA;
126404;POL BALNEARIO BUENOS AIRES;10;MALDONADO;10973;BALNEARIO BUENOS AIRES;;;;;;;;;;;;;;CALLE 28 esquina CALLE 48;;14-03-2026;42775669;;;;;;;701601.799894398;6137167.68979066;-54.7939;-34.8879;POLICLINICA BALNEARIO BUENOS AIRES;
126405;POL ASTURIAS;10;MALDONADO;10321;SAN CARLOS;;;;;;;;;;;;;;;;14-03-2026;;;;;;;;689970.836372405;6149534.08962827;-54.9239;-34.7787;POLICLINICA ASTURIAS;
126406;C Fisiatria y Fisioterapia Pol Sarubi;10;MALDONADO;10020;MALDONADO;;12 DE OCTUBRE;;;;TREINTA Y TRES;;;;;;;;12 DE OCTUBRE esquina TREINTA Y TRES;;14-03-2026;42235193;;;;;;;687561.038901642;6134692.13793498;-54.9469;-34.9129;Centro Fisiatria y Fisioterapia Pol Sarubi;
126411;POL AJUPE;11;PAYSANDU;11120;PAYSANDU;;AVDA. NACIONES UNIDAS;;;;CALLE 3;;;;;;;;NACIONES UNIDAS esquina RUTA 3;;14-03-2026;;;;;;;;400440.908564397;6420719.92918473;-58.058;-32.346;POLICLINICA AJUPE;
126412;POL ASENCIO;11;PAYSANDU;11120;PAYSANDU;;GRITO DE ASENCIO;;;;BATALLA DE LAS PIEDRAS;;;;;;;;GRITO DE ASENCIO esquina BATALLA DE LAS PIEDRAS;;14-03-2026;;;;;;;;400103.706146542;6426259.9501975;-58.061;-32.296;POLICLINICA ASENCIO;
126413;POL BARRIO ARTIGAS;11;PAYSANDU;11120;PAYSANDU;;GRITO DE ASENCIO;;;;DAMASO ANTONIO LARRA�AGA;;;;;;;;GRITO DE ASENCIO esquina DAMASO ANTONIO LARRANAGA;;14-03-2026;47226287;;;;;;;399839.938310676;6424372.59817908;-58.064;-32.313;POLICLINICA BARRIO ARTIGAS;
126414;POL CHAPLIN;11;PAYSANDU;11120;PAYSANDU;;ANDRESITO;;;;JOAQUIN SUAREZ;;;;;;;;ANDRESITO esquina JOAQUIN SUAREZ;;14-03-2026;;;;;;;;399651.040450541;6425379.61183454;-58.0659;-32.3039;POLICLINICA CHAPLIN;
126415;POL COVIFE;11;PAYSANDU;11120;PAYSANDU;;CERRITO;;;;INSTRUCCIONES DEL A�O XIII;;;;;;;;CERRITO esquina INSTRUCCIONES DEL ANO XIII;;14-03-2026;;;;;;;;398882.876242336;6425926.28114169;-58.074;-32.2989;POLICLINICA COVIFE;
126416;POL EL TECHO;11;PAYSANDU;11120;PAYSANDU;;AVDA. SORIANO;;;;DR. JOSE VEROCAY;;;;;;;;SORIANO esquina JOSE VEROCAY;;14-03-2026;;;;;;;;398923.39409735;6422822.39757055;-58.0739;-32.3269;POLICLINICA EL TECHO;
126417;POL MATEO PEREZ CORREA;11;PAYSANDU;11120;PAYSANDU;;DAMASO ANTONIO LARRA�AGA;;;;BALTASAR BRUM;;;;;;;;DAMASO ANTONIO LARRANAGA esquina BALTASAR BRUM;;14-03-2026;;;;;;;;397483.053266446;6424681.52818481;-58.089;-32.31;POLICLINICA MATEO PEREZ CORREA;
126418;POL MUNICIPALES II;11;PAYSANDU;11120;PAYSANDU;;CNEL. BENITO CHAIN;;;;INDEPENDENCIA;;;;;;;;BENITO CHAIN esquina INDEPENDENCIA;;14-03-2026;;;;;;;;397232.516992432;6422472.7011095;-58.0919;-32.3299;POLICLINICA MUNICIPALES II;
126419;POL NUEVA YORK;11;PAYSANDU;11120;PAYSANDU;;PBRO. SILVERIO MARTINEZ;;;;ZELMAR MICHELINI;;;;;;;;SILVERIO ANTONIO MARTINEZ esquina ZELMAR MICHELINI;;14-03-2026;;;;;;;;396651.54967159;6423131.97431178;-58.098;-32.3239;POLICLINICA NUEVA YORK;
126420;POL BARRIO DEL PUERTO;11;PAYSANDU;11120;PAYSANDU;;AVDA. BRASIL;;;;HECTOR GUTIERREZ RUIZ;;;;;;;;BRASIL esquina HECTOR GUTIERREZ RUIZ;;14-03-2026;;;;;;;;396736.599526438;6424019.79322577;-58.097;-32.3159;POLICLINICA PUERTO;
126421;POL BARRIO PURIFICACION 3;11;PAYSANDU;11120;PAYSANDU;;ANTONIO ESTEFANELL;;;;;;;;;;;;ANTONIO ESTEFANELL esquina ALBERTO D ROLDAN;;14-03-2026;;;;;;;;398507.871683225;6426698.58892951;-58.0779;-32.2919;POLICLINICA PURIFICACION 3;
126422;POL SAN ANTONIO;11;PAYSANDU;11120;PAYSANDU;;;;;;URUGUAY;;;;;;;;esquina URUGUAY;;14-03-2026;;;;;;;;400411.345138923;6423713.05303369;-58.058;-32.319;POLICLINICA SAN ANTONIO;
126423;POL SANTA ELENA;11;PAYSANDU;11120;PAYSANDU;;WASHINGTON;;;;CIUDAD DE YOUNG;;;;;;;;WASHINGTON esquina CIUDAD DE YOUNG;;14-03-2026;47248034;;;;;;;400229.201571351;6424043.85418176;-58.0599;-32.316;POLICLINICA SANTA ELENA;
126424;POL SANTA MONICA;11;PAYSANDU;11120;PAYSANDU;;DR. FLORENTINO FELIPPONE;;;;CNEL. BENITO CHAIN;;;;;;;;FLORENTINO FELIPPONE esquina BENITO CHAIN;;14-03-2026;47232055;;;;;;;398742.936303575;6422044.51200198;-58.0759;-32.3339;POLICLINICA SANTA MONICA;
126425;POL VISTA HERMOSA;11;PAYSANDU;11120;PAYSANDU;;JUAN M DE ALMAGRO;;;;GRITO DE ASENCIO;;;;;;;;JUAN M DE ALMAGRO esquina GRITO DE ASENCIO;;14-03-2026;;;;;;;;399489.788940337;6421719.38321037;-58.068;-32.3369;POLICLINICA VISTA HERMOSA;
126427;POL MEVIR I GUICHONI;11;PAYSANDU;11521;GUICHON;;;;;;;;;;;;;;MEVIR II 14045 esquina VIVIENDAS MEVIR;;14-03-2026;;;;;;;;482216.640932342;6420431.21711791;-57.189;-32.3529;MEVIR II GUICHON;
126428;POL BARRIO NORTE;11;PAYSANDU;11522;NUEVO PAYSANDU;;;;;;;;;;;;;;LA PAZ esquina VALPARAISO;;14-03-2026;;;;;;;;399339.863151252;6428259.05292324;-58.0689;-32.2779;POLICLINICA BARRIO NORTE;
126429;POL NUEVO PAYSANDU;11;PAYSANDU;11522;NUEVO PAYSANDU;;;;;;;;;;;;;;PROYECTADA 29 A entre AVDA DE LAS AMERICAS y  M NICOLINI;;14-03-2026;;;;;;;;398566.017132906;6429348.89505173;-58.077;-32.268;POLICLINICA NUEVO PAYSANDU;
126430;POL QUEBRACHO;11;PAYSANDU;11621;QUEBRACHO;;DR. RAUL MARTINI;;;;8 DE OCTUBRE;;;;;;;;RAUL MARTIN esquina 8 DE OCTUBRE;;14-03-2026;;;;;;;;414938.08029042;6466426.75309868;-57.8999;-31.9349;POLICLINICA QUEBRACHO;
126431;POL LORENZO GEYRES;11;PAYSANDU;11721;LORENZO GEYRES;;;;;;;;;;;;;;TACUABE esquina CUAREIM;;14-03-2026;47504185;;;;;;;413173.94079755;6450448.55089233;-57.92;-32.0789;POLICLINICA LORENZO GEYRES;
126432;POL MERINOS;11;PAYSANDU;11722;MERINOS;;;;;;;;;;;;;;CONT 18 DE JULIO esquina VIVIENDAS MEVIR;;14-03-2026;47402010;;;;;;;508088.865156074;6416674.79719229;-56.914;-32.3869;POLICLINICA MERINOS;
126433;POL PUEBLO PORVENIR;11;PAYSANDU;11723;PORVENIR;;;;;;;;;;;;;;CALLE 9 entre CALLE 33 y CALLE E;;14-03-2026;;;;;;;;408863.356714112;6415600.06799111;-57.969;-32.3929;POLICLINICA PUEBLO PORVENIR;
126434;POL ARBOLITO;11;PAYSANDU;11821;ARBOLITO;;;;;;;;;;;;;;NACIONAL CUCHILLA DE HAEDO;;14-03-2026;47402012;;;;;;;549006.171284792;6434505.70154923;-56.4799;-32.225;POLICLINICA ARBOLITO;
126435;POL CASABLANCA;11;PAYSANDU;11823;CASABLANCA;;;;;;;;;;;;;;MEVIR;;14-03-2026;;;;;;;;390998.473895706;6414867.96248048;-58.159;-32.3979;POLICLINICA CASABLANCA;
126436;POL CONSTANCIA;11;PAYSANDU;11825;CONSTANCIA;;;;;;;;;;;;;;CNO VECINAL;;14-03-2026;;;;;;;;405093.475531243;6436407.80581285;-58.007;-32.2049;POLICLINICA CONSTANCIA;
126437;POL MORATO;11;PAYSANDU;11826;MORATO;;;;;;;;;;;;;;NACIONAL DE LA CUCHILLA DE HAEDO esquina VIVIENDAS MEVIR;;14-03-2026;47402011;;;;;;;527852.960896626;6417637.15059437;-56.7039;-32.3779;POLICLINICA MORATO;
126438;POL PIEDRAS COLORADAS;11;PAYSANDU;11827;PIEDRAS COLORADAS;;;;;;;;;;;;;;18 DE JULIO esquina ARROYO NEGRO;;14-03-2026;;;;;;;;442803.703098696;6418178.29895171;-57.608;-32.3719;POLICLINICA PIEDRAS COLORADAS;
126439;POL PINERA;11;PAYSANDU;11828;PI�ERA;;FRANCISCO PIRIA;;;;;;;;;;;;FRANCISCO PIRIA entre MENDEZ y PELAYO;;14-03-2026;47402224;;;;;;;495482.308015927;6423316.87508592;-57.048;-32.327;POLICLINICA PINERA;
126440;POL SAN FELIX;11;PAYSANDU;11830;SAN FELIX;;AVDA. SAN FELIX;;;;DEMOCRACIA;;;;;;;;SAN FELIX esquina DEMOCRACIA;;14-03-2026;47242717;;;;;;;396401.071559191;6420025.07461322;-58.101;-32.3519;POLICLINICA SAN FELIX;
126441;POL TIATUCURA;11;PAYSANDU;11831;VILLA MARIA (TIATUCURA);;;;;;;;;;;;;;TIATUCURA;;14-03-2026;47402009;;;;;;;542627.000480715;6421121.60806683;-56.547;-32.346;POLICLINICA TIATUCURA;
126442;POL ARAUJO;11;PAYSANDU;11900;;;;;;;;;;;;;;;CNO VECINAL;;14-03-2026;47504358;;;;;;;429437.834509068;6459775.02726307;-57.747;-31.9959;POLICLINICA ARAUJO;
126443;POL ARROYO MALO;11;PAYSANDU;11900;;;;;;;;;;;;;;;ESCUELA 30;;14-03-2026;47504248;;;;;;;395932.343317676;6466794.42116538;-58.1009;-31.93;POLICLINICA ARROYO MALO;
126444;POL CERRO CHATO;11;PAYSANDU;11900;;;;;;;;;;;;;;;CNO DPTAL CUCH SAN JOSE;;14-03-2026;47504074;;;;;;;449206.754621367;6473637.39559948;-57.537;-31.8719;POLICLINICA CERRO CHATO;
126445;RONDA RURAL LAS DELICIAS;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 26;;14-03-2026;;;;;;;;396570.105442144;6450515.13307538;-58.0959;-32.0769;POLICLINICA LAS DELICIAS;
126446;POL PANDULE;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 90;;14-03-2026;47407085;;;;;;;457109.543201017;6416697.47948092;-57.456;-32.3859;POLICLINICA PANDULE;
126447;POL PARADA DAYMAN;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 3;;14-03-2026;47302252;;;;;;;413509.696309195;6511753.20241654;-57.911;-31.5259;POLICLINICA PARADA DAYMAN;
126448;POL PASO DE LOS CARROS;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 26;;14-03-2026;;;;;;;;459010.716025647;6460712.43498847;-57.4339;-31.9889;POLICLINICA PASO DE LOS CARROS;
126449;POL PUNTAS DE BURICAYUPI;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 26;;14-03-2026;;;;;;;;449087.077073828;6459670.17739165;-57.539;-31.9979;POLICLINICA PUNTAS DE BURICAYUPI;
126450;POL SAN MAURICIO;11;PAYSANDU;11900;;;;;;;;;;;;;;;SAN MAURICIO;;14-03-2026;;;;;;;;423303.543516867;6509834.80528787;-57.808;-31.5439;POLICLINICA SAN MAURICIO;
126451;POL SANTA KILDA;11;PAYSANDU;11900;;;;;;;;;;;;;;;CNO VECINAL;;14-03-2026;47504760;;;;;;;429600.300452766;6477390.27515044;-57.744;-31.837;POLICLINICA SANTA KILDA;
126452;POL SOTO;11;PAYSANDU;11900;;;;;;;;;;;;;;;5 KM AL NORTE DE RUTA 26;;14-03-2026;;;;;;;;447752.177375157;6462102.07867399;-57.553;-31.9759;POLICLINICA SOTO;
126453;POL TERMAS DE GUAVIYU;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 3;;14-03-2026;47504032;;;;;;;416079.91378431;6477078.1430719;-57.8869;-31.8389;POLICLINICA TERMAS DE GUAVIYU;
126454;POL ZEBALLOS;11;PAYSANDU;11900;;;;;;;;;;;;;;;RUTA 26;;14-03-2026;;;;;;;;460349.711314123;6454055.88821715;-57.42;-32.049;POLICLINICA ZEBALLOS;
126455;POL BELLA VISTA;11;PAYSANDU;11924;BELLA VISTA;;;;;;;;;;;;;;RUTA 3;;14-03-2026;47504900;;;;;;;431555.633412311;6496469.16004915;-57.722;-31.665;POLICLINICA BELLA VISTA;
126456;POL CANADA DEL PUEBLO;11;PAYSANDU;11925;CA�ADA DEL PUEBLO;;;;;;;;;;;;;;RUTA 3;;14-03-2026;;;;;;;;482704.704509133;6465435.40162724;-57.183;-31.9469;POLICLINICA CANADA DEL PUEBLO;
126457;POL CHAPICUY;11;PAYSANDU;11926;CHAPICUY;;;;;;;;;;;;;;CALLE 11;;14-03-2026;;;;;;;;415817.698420239;6496463.9260201;-57.888;-31.664;POLICLINICA CHAPICUY;
126458;POL EL EUCALIPTO;11;PAYSANDU;11929;EL EUCALIPTUS;;;;;;;;;;;;;;MEVIR PADRON 8205;;14-03-2026;47504546;;;;;;;474668.494326033;6470395.48639537;-57.2679;-31.902;POLICLINICA EL EUCALIPTO;
126459;C DE INFORMACION Y REFERENCIA NACIONAL DE DROGAS;11;PAYSANDU;11931;ESPERANZA;;;;;;;;;;;;;;NACIONAL NOVENTA;;14-03-2026;;;;;;;;410338.168957545;6420047.89892546;-57.9529;-32.3529;POLICLINICA ESPERANZA;
126460;POL PUEBLO FEDERACION;11;PAYSANDU;11932;PUEBLO FEDERACION;;;;;;;;;;;;;;RUTA 4;;14-03-2026;;;;;;;;469879.440651683;6455873.105854;-57.319;-32.0329;POLICLINICA PUEBLO FEDERACION;
126461;POL LA TENTACION;11;PAYSANDU;11935;LA TENTACION;;;;;;;;;;;;;;LA TENTACION;;14-03-2026;;;;;;;;430006.65702184;6405016.04345188;-57.745;-32.4899;POLICLINICA LA TENTACION;
126462;POL ORGOROSO;11;PAYSANDU;11937;ORGOROSO;;;;;;;;;;;;;;CNO A LA BACACUA esquina RINCON;;14-03-2026;;;;;;;;451370.333833003;6417003.93790654;-57.517;-32.3829;POLICLINICA ORGOROSO;
126463;POL PUEBLO GALLINAL;11;PAYSANDU;11953;GALLINAL;;;;;;;;;;;;;;MEVIR 9644;;14-03-2026;47504051;;;;;;;454793.800652894;6472222.55045646;-57.478;-31.8849;POLICLINICA GALLINAL;
126464;POL ARROYO NEGRO;11;PAYSANDU;11954;PUNTAS DE ARROYO NEGRO;;;;;;;;;;;;;;CNO ARROYO NEGO;;14-03-2026;47202170;;;;;;;447389.71920898;6406552.42836701;-57.5599;-32.477;POLICLINICA ARROYO NEGRO;
126465;POL ESTACION PORVENIR;11;PAYSANDU;11955;ESTACION PORVENIR;;;;;;;;;;;;;;MEVIR;;14-03-2026;47202151;;;;;;;419378.919629857;6418017.94705819;-57.857;-32.3719;POLICLINICA ESTACION PORVENIR;
126466;POL CUCHILLA DE FUEGO;11;PAYSANDU;11956;CUCHILLA DE FUEGO;;;;;;;;;;;;;;RUTA 90;;14-03-2026;;;;;;;;508115.225016058;6449596.26378868;-56.914;-32.0899;POLICLINICA CUCHILLA DE FUEGO;
126467;POL QUEGUAYAR;11;PAYSANDU;11958;QUEGUAYAR;;;;;;;;;;;;;;MEVIR 9514 esquina RUTA 2;;14-03-2026;;;;;;;;419844.297252706;6455591.5273086;-57.8489;-32.033;POLICLINICA QUEGUAYAR;
126471;POL  BARRIO 2000;12;RIO NEGRO;12320;FRAY BENTOS;;;;;;SANTIAGO LAWRY;;;;;;;;REP DE CHILE esquina SANTIAGO LAWRY;;14-03-2026;45627126;;;;;;;378528.984373576;6334999.25873965;-58.302;-33.1169;POLICLINICA 2000;
126472;POL COBENA;12;RIO NEGRO;12320;FRAY BENTOS;;SANTIAGO LAWRY;;;;DR. JUAN CROTOGGINI;;;;;;;;SANTIAGO LAWRY esquina JUAN CROTOGGINI;;14-03-2026;;;;;;;;379954.178637375;6333686.16813309;-58.2869;-33.1289;POLICLINICA COBENA;
126473;POL LAS CANTERAS;12;RIO NEGRO;12320;FRAY BENTOS;;GRAL. FRUCTUOSO RIVERA;;;;IBIRAPITA;;;;;;;;FRUCTUOSO RIVERA esquina IBIRAPITA;;14-03-2026;45622764;;;;;;;379954.380013511;6332909.93698534;-58.287;-33.1359;POLICLINICA LAS CANTERAS;
126474;POL BARRIO UNION;12;RIO NEGRO;12320;FRAY BENTOS;;WILSON FERREIRA ALDUNATE;;;;GRAL. FRUCTUOSO RIVERA;;;;;;;;WILSON FERREIRA ALDUNATE esquina FRUCTUOSO RIVERA;;14-03-2026;45627573;;;;;;;378913.31200236;6334105.80813801;-58.298;-33.125;POLICLINICA UNION;
126477;POL DR GUERRA;12;RIO NEGRO;12421;YOUNG;;GUYUNUSA;;;;18 DE JULIO;;;;;;;;GUYUNUSA esquina 18 DE JULIO;;14-03-2026;45677368;;;;;;;439362.397707895;6380687.80668372;-57.647;-32.7099;POLICLINICA DR GUERRA;
126478;POL MEVIR RIO NEGRO;12;RIO NEGRO;12421;YOUNG;;PIEDRA ALTA;1394;;;SENAQUE;;;;;;;;PIEDRA ALTA 1394 esquina SENAQUE;;14-03-2026;45677376;;;;;;;440497.107473277;6380583.8046128;-57.6349;-32.7109;POLICLINICA MEVIR;
126479;POL NUEVO BERLIN;12;RIO NEGRO;12621;NUEVO BERLIN;;DR. PITA NEBRIL;;;;;;;;;;;;PITA NEBRIL esquina F REPETTO;;14-03-2026;45682046;;;;;;;401520.774052554;6349882.78619164;-58.054;-32.985;POLICLINICA NUEVO BERLIN;
126480;POL SAN JAVIER;12;RIO NEGRO;12622;SAN JAVIER;;BASILIO LUBKOV;;;;CRISTOBAL COLON;;;;;;;;BASILIO LUBKOV esquina COLON;;14-03-2026;45692021;;;;;;;393857.088565117;6385738.83769064;-58.1319;-32.6609;POLICLINICA DR VLADIMIR ROSLIK;
126481;POL ANGLO;12;RIO NEGRO;12722;BARRIO ANGLO;;;;;;;;;;;;;;DR A MONTANO;;14-03-2026;45628391;;;;;;;376113.996037305;6334846.99117501;-58.3279;-33.118;POLICLINICA ANGLO;
126482;POL GRECCO;12;RIO NEGRO;12723;GRECCO;;;;;;;;;;;;;;CALLE 8 esquina CALLE 4;;14-03-2026;45606118;;;;;;;495797.033885157;6368899.492268;-57.0449;-32.8179;POLICLINICA GRECCO;
126483;POL ALGORTA;12;RIO NEGRO;12797;ALGORTA;;DR. DOMINGO CALCAGNO;;;;AVDA. 18 DE JULIO;;;;;;;;DOMINGO CALCAGNO esquina 18 DE JULIO;;14-03-2026;47402005;;;;;;;463425.228312343;6412942.36416966;-57.389;-32.42;POLICLINICA ALGORTA;
126484;POL PASO DE LOS MELLIZOS;12;RIO NEGRO;12823;PASO DE LOS MELLIZOS;;;;;;;;;;;;;;ROBERTO VIVO esquina CALLE 3;;14-03-2026;45607586;;;;;;;484691.635443803;6401690.44807281;-57.163;-32.522;POLICLINICA PASO DE LOS MELLIZOS;
126485;POL SARANDI DE NAVARRO;12;RIO NEGRO;12824;SARANDI DE NAVARRO;;;;;;;;;;;;;;VIVIENDAS MEVIR esquina VIVIENDAS MEVIR;;14-03-2026;45606005;;;;;;;512957.596513715;6399487.81018281;-56.862;-32.5419;POLICLINICA SARANDI DE NAVARRO;
126486;POL PASO DE LA CRUZ;12;RIO NEGRO;12826;VILLA GENERAL BORGES;;;;;;;;;;;;;;ULPIANO BORGES esquina COMISARIO;;14-03-2026;45607588;;;;;;;463491.173871141;6397434.18258314;-57.3889;-32.5599;POLICLINICA PASO DE LA CRUZ;
126487;POL SAUCE;12;RIO NEGRO;12900;;;;;;;;;;;;;;;;;14-03-2026;45607609;;;;;;;431093.607607014;6358117.03638546;-57.7369;-32.913;POLICLINICA SAUCE;
126488;POL TOMAS BERRETA;12;RIO NEGRO;12900;;;;;;;;;;;;;;;ESCUELA 19 LAS MARGARITAS;;14-03-2026;45602085;;;;;;;380995.39574656;6324051.39904031;-58.277;-33.2159;POLICLINICA TOMAS BERRETA;
126489;POL BELLACO;12;RIO NEGRO;12923;BELLACO;;;;;;;;;;;;;;MEVIR;;14-03-2026;45692590;;;;;;;417490.16351432;6374543.3553264;-57.8809;-32.7639;POLICLINICA BELLACO;
126490;POL RURAL LOS ARRAYANES;12;RIO NEGRO;12930;LOS ARRAYANES;;LOS HORNEROS;;;;LOS FRESNOS;;;;;;;;LOS HORNEROS esquina LOS FRESNOS;;14-03-2026;;;;;;;;403385.370274797;6321970.55308575;-58.037;-33.2369;POLICLINICA RURAL LOS ARRAYANES SORIANO;
126491;POL ASSEADEOM YOUNG;12;RIO NEGRO;12421;YOUNG;;;;;;HERVIDERO;;;;;;;;TREINTA Y TRES ORIENTALES esquina HERVIDERO;;14-03-2026;;;;;;;;441056.149847884;6381141.44480957;-57.6289;-32.7059;POLICLINICA ASSEADEOM;
126492;POL TRES CRUCES;13;RIVERA;13900;;;;;;;;;;;;;;;PTE GIRO esquina MAXIMILIANO LUZ;;14-03-2026;099 732 230;;;;;;;634902.220966831;6583287.5783816;-55.5888;-30.876;POLICLINICA TRES CRUCES;
126497;CONS QUINTAS DEL NORTE;13;RIVERA;13020;RIVERA;;MANUEL FREIRE;;;;HERMANOS SPIKERMAN;;;;;;;;MANUEL FREIRE esquina HERMANOS SPIKERMAN;;14-03-2026;;;;;;;;637563.841536125;6582810.16486953;-55.5609;-30.88;CONSULTORIO QUINTAS DEL NORTE;
126498;POL LA ESTIBA;13;RIVERA;13020;RIVERA;;;;;;;;;;;;;;VIVIENDAS PASO DE LA ESTIBA;;14-03-2026;46225867;;;;;;;636971.738287336;6581376.629365;-55.5669;-30.893;POLICLINICA LA ESTIBA;
126499;POL LAGUNON;13;RIVERA;13020;RIVERA;;CHASQUE DE LOS SANTOS;;;;MANUEL FREIRE;;;;;;;;CHASQUE DE LOS SANTOS esquina MANUEL FREIRE;;14-03-2026;46236704;;;;;;;637272.906240358;6582492.42389318;-55.5639;-30.8829;POLICLINICA LAGUNON;
126500;POL VILLA SONIA;13;RIVERA;13020;RIVERA;;MANUEL MELENDEZ;;;;GREGORIO SANABRIA;;;;;;;;MELENDEZ esquina GREGORIO SANABRIA;;14-03-2026;46229255;;;;;;;638217.879692996;6582369.36351413;-55.554;-30.8839;POLICLINICA QUINTAS AL NORTE;
126501;POL RAMPLA;13;RIVERA;13020;RIVERA;;BRASIL;2006;;;;;;;;;;;BRASIL 2006;;14-03-2026;46221785;;;;;;;640863.12454942;6579230.67560234;-55.5259;-30.9119;POLICLINICA RAMPLA;
126503;POL TRANQUERAS;13;RIVERA;13522;TRANQUERAS;;33 ORIENTALES;;;;GRAL. ARTIGAS;;;;;;;;33 ORIENTALES esquina JOSE GERVASIO ARTIGAS;;14-03-2026;46562046;;;;;;;617960.980809028;6548248.57701702;-55.7619;-31.1939;POLICLINICA TRANQUERAS;
126504;POL VICHADERO;13;RIVERA;13621;VICHADERO;;12 DE OCTUBRE;;;;18 DE JULIO;;;;;;;;12 DE OCTUBRE esquina 18 DE JULIO;;14-03-2026;46542036;;;;;;;718470.429857543;6481975.73258226;-54.6929;-31.7769;POLICLINICA VICHADERO;
126505;POL SANTA ISABEL;13;RIVERA;13900;;;;;;;;;;;;;;;POQUITOS esquina MAGALLANES;;14-03-2026;23649284;;;;;;;636655.275451844;6579063.75514994;-55.5699;-30.9139;POLICLINICA SANTA ISABEL;
126506;POL CERRO PELADO;13;RIVERA;13824;CERRO PELADO;;;;;;;;;;;;;;RUTA 27;;14-03-2026;46508006;;;;;;;675191.784994271;6516736.41965472;-55.1559;-31.4709;POLICLINICA CERRO PELADO;
126507;POL PASO HOSPITAL;13;RIVERA;13830;PASO HOSPITAL;;;;;;;;;;;;;;FRENTE A MEVIR;;14-03-2026;46504170;;;;;;;725398.377738352;6495471.22316084;-54.6229;-31.6539;POLICLINICA PASO HOSPITAL;
126508;POL LA PUENTE;13;RIVERA;13831;LAPUENTE;;;;;;;;;;;;;;ESCUELA 107;;14-03-2026;46508282;;;;;;;693437.433781708;6516524.65465101;-54.9639;-31.4699;POLICLINICA LA PUENTE;
126509;POL LAS FLORES;13;RIVERA;13832;LAS FLORES;;;;;;;;;;;;;;CNO MANUEL FLORES esquina CNO TOMKINSON;;14-03-2026;23112717;;;;;;;670634.128488985;6482435.88657253;-55.1979;-31.7809;POLICLINICA LAS FLORES;
126510;POL MOIRONES;13;RIVERA;13833;MOIRONES;;;;;;;;;;;;;;RUTA 27;;14-03-2026;46504044;;;;;;;691548.116699341;6501698.49461326;-54.9809;-31.6039;POLICLINICA MOIRONES;
126511;POL LA PEDRERA;13;RIVERA;13900;;;;;12;;;;;;;;;;RUTA 26 KM 12;;14-03-2026;;;;;;;;639015.490614176;6576816.02823724;-55.5449;-30.9339;POLICLINICA LA PEDRERA;
126512;POL MANDUBI;13;RIVERA;13900;;;;;;;;;;;;;;;JOSE NASAZZI esquina LAVIN;;14-03-2026;46227093;;;;;;;638740.404695245;6577706.49386917;-55.5479;-30.9259;POLICLINICA MANDUBI;
126513;POL ABROJAL;13;RIVERA;13900;;;;;;;;;;;;;;;CAMINO VECINAL;;14-03-2026;46504191;;;;;;;684120.965784174;6479098.27931333;-55.0549;-31.8089;POLICLINICA ABROJAL;
126514;POL ARROYO BLANCO;13;RIVERA;13900;;;;;;;;;;;;;;;PUEBLO ARROYO BLANCO;;14-03-2026;;;;;;;;708680.48934022;6499260.37156052;-54.7999;-31.6229;POLICLINICA ARROYO BLANCO;
126515;POL CORONILLA;13;RIVERA;13900;;;;;;;;;;;;;;;CAMINO VECINAL;;14-03-2026;;;;;;;;710672.536957647;6471378.6515934;-54.7729;-31.8739;POLICLINICA CORONILLA;
126516;POL CURTICEIRAS;13;RIVERA;13900;;;;;490;;;;;;;;;;RUTA 5 KM 490;;14-03-2026;;;;;;;;633614.794793446;6572894.31085355;-55.6009;-30.9699;POLICLINICA CURTICEIRAS;
